Codice;Ragione Sociale;Indirizzo;CAP;Località;Provincia;Nazione;Codice Fiscale;Partiva IVA;Pagamento;Fido;Tipologia cliente;
03036;ELETTROMECCANICA CALZOLARI SRL          ;VIA DELLA COSTITUZIONE 17/19            ;42047;ROLO                               ;RE;ITA;00168460350     ;00168460350;RI.BA   90 gg fm              ;         5000,00;DO                            ;
05374;EMPORIO DI RIMINUCCI LUANA              ;VIA KENNEDY 78/80                       ;61030;LUCREZIA                           ;PU;ITA;RMNLNU59S51D749T;00970410411;RI.BA   60 gg fm              ;        55000,00;Trade                         ;
04293;EREDI FRANCHI - IDEA3 SRL               ;VIA ROMA 91                             ;33087;PASIANO DI PORDENONE               ;PN;ITA;01606210936     ;01606210936;RI.BA   90 gg fm              ;         2000,00;DO                            ;
04685;ERMA'S UNO SRL                          ;VIALE REGINA MARGHERITA 42              ;00198;ROMA                               ;RM;ITA;10501751001     ;10501751001;RI.BA   60 gg fm              ;         5000,00;DO                            ;
05220;EURODETERSIVI SRL                       ;PIAZZA S. FRANCESCO 9                   ;90010;FICARAZZI                          ;PA;ITA;05684080822     ;05684080822;Bonifico B. 30 gg fm          ;            0,00;DO                            ;
02762;FARMAGRICOLA DI NEGRO ANGELO GIUSEPPE   ;VIA XXV APRILE - Z.I.                   ;73040;MORCIANO DI LEUCA                  ;LE;ITA;NGRNLG64C16F716F;02394760751;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04106;FERRAMENTA CARBONI SRL                  ;Z.I. PREDDA NIEDDA SUD STR. 43          ;07100;SASSARI                            ;SS;ITA;01149760900     ;01149760900;RI.BA   90 gg fm              ;        30000,00;DO                            ;
04596;FERRAMENTA DEI NATALE DI GAMBASSI       ;VIASAN GIMIGNANO 65                     ;53036;POGGIBONSI                         ;SI;ITA;GMBNTL60D06G752F;00502040520;RI.BA   90 gg fm              ;         2000,00;DO                            ;
04220;FERRAMENTA GIUSTI                       ;VIA C. VISCONTI 8                       ;37045;LEGNAGO                            ;VR;ITA;02400000234     ;02400000234;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04707;FERRAMENTA LILLO DI LENZI G. VIRGILIO   ;VIA ROMA 70                             ;40041;GAGGIO MONTANO                     ;BO;ITA;LNZGVR53H14D847D;00235511201;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04281;FERRAMENTA VENERA ALAGNA                ;VIA PARTANNA MODELLO 112                ;90151;PALERMO                            ;PA;ITA;LGNVNR71M41G273X;05252110829;RI.BA   60 gg fm              ;         1000,00;DO                            ;
03153;FRASCHETTI SPA                          ;VIA CARAGNO SNC                         ;03026;POFI                               ;FR;ITA;00167790609     ;00167790609;RI.BA 120 gg fm               ;        50000,00;DO                            ;
03774;FRASCHETTI SUD SRL                      ;VIA CARAGNO SNC                         ;03026;POFI                               ;FR;ITA;01766170607     ;01766170607;RI.BA 120 gg fm               ;        25000,00;DO                            ;
01635;G.M.F. SPA                              ;STRADA FERRINI 42                       ;06087;PONTE SAN GIOVANNI                 ;PG;ITA;01527900540     ;01527900540;Bonifico B. 90 gg fm          ;        15000,00;DO                            ;
01254;G.V. GARAGE SRL                         ;VIA COLA DI RIENZO 57                   ;20144;MILANO                             ;MI;ITA;08807610152     ;08807610152;Bonifico B. 90 gg fm          ;            0,00;Agente                        ;
04140;GENERALTRADE SPA                        ;VIA GIUSEPPE CASSANO Z.I. KM 2,200      ;74015;MARTINA FRANCA                     ;TA;ITA;01846730735     ;01846730735;Bonifico B. 90 gg fm          ;        50000,00;DO                            ;
04980;GIUSEPPE CAMPIONE SPA                   ;VIA IMERA 151                           ;92100;AGRIGENTO                          ;AG;ITA;01949250847     ;01949250847;RI.BA 120 gg fm               ;        50000,00;DO                            ;
04662;GROSSGEST SRL                           ;VIALE REGINA MARGHERITA 42              ;00198;ROMA                               ;RM;ITA;118589911007    ;11859911007;RI.BA   60 gg fm              ;         2000,00;DO                            ;
00120;IPER ORIO SPA                           ;VIA PONCHIELLI 7                        ;20129;MILANO                             ;MI;ITA;07590460015     ;12682880153;Bonifico B. 60 gg fm          ;        60000,00;GD                            ;
04444;ISOFER SRL                              ;VIA ANNIA C.C.LE BELVEDERE              ;84035;POLLA                              ;SA;ITA;03867660650     ;03867660650;Anticipato                    ;         2000,00;DO                            ;
04089;LA FERRAMENTA DI ANDREA PELLA           ;VIA FRANCESCO DONATI 99/A               ;00126;ROMA                               ;RM;ITA;PLLNDR73A25H501H;09886961003;Bonifico B. 60 gg fm          ;         2000,00;DO                            ;
04853;LA FERRAMENTA DI OMERO                  ;VIA DANTE 3                             ;36030;CALDOGNO                           ;VI;ITA;03273850242     ;03273850242;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04668;MA.RI.UNO SRL - FORNACETTE              ;VIALE REGINA MARGHERITA 42              ;00198;ROMA                               ;RM;ITA;10432011004     ;10432011004;RI.BA   60 gg fm              ;         2000,00;DO                            ;
00995;MAGAZZINI GABRIELLI SPA                 ;CONTRADA MONTICELLI                     ;63100;ASCOLI PICENO                      ;AN;ITA;00103300448     ;00103300448;Bonifico B. 60 gg fm          ;        85000,00;DO                            ;
04670;MANTOGEST SRL- AVEZZANO 2               ;VIALE REGINA MARGHERITA 42              ;00198;ROMA                               ;RM;ITA;11058771004     ;11058771004;RI.BA   60 gg fm              ;         2000,00;DO                            ;
02120;MARIO GENNARI SRL - nuoco codice 5856   ;VIA AURELIA NORD 174                    ;58100;GROSSETO                           ;GR;ITA;01300430533     ;01300430533;RI.BA   60 gg fm              ;        15000,00;DO                            ;
04256;MATERIALI EDILI NIEDDU SRL              ;VIA CASTELLAMMARE 275/277               ;00050;FREGENE                            ;RM;ITA;08162440583     ;01975941004;RI.BA   60 gg fm              ;         4000,00;DO                            ;
04102;MATERIALI EDILI TULLIO ALFREDO          ;VIA CARPINENTANA KM. 40,200             ;04010;MAENZA                             ;LT;ITA;TLLLRD36H01G698A;00015430598;RI.BA   60 gg fm              ;         2000,00;DO                            ;
04619;MAX MARKET SRL                          ;PIAZZA PRIMO MAGGIO 12/A                ;10040;LEINI                              ;TO;ITA;10992790013     ;10992790013;Bonifico B. 90 gg fm          ;         2000,00;DO                            ;
01049;MAXI DI SRL                             ;VIALE DEL LAVORO 20                     ;37050;BELFIORE                           ;VR;ITA;00542090238     ;00542090238;Bonifico B. 90 gg fm          ;       150000,00;DO                            ;
04657;MEGAMARK SRL UNIPERSONALE               ;S.P. TRANI - ANDRIA KM 1,050            ;76125;TRANI                              ;BT;ITA;02969690615     ;02969690615;Bonifico B. 120 gg fm         ;       950000,00;DO                            ;
04501;MEIHAO MARKET                           ;VIA JOHN FITZGERALD KENNEDY 35/F        ;42124;REGGIO NELL'EMILIA                 ;RE;ITA;03763010166     ;03763010166;Bonifico B. 60 gg fm          ;         2000,00;DO                            ;
03290;MONDOBRICO SRL                          ;VIA CALAMATTIA 23                       ;09134;CAGLIARI                           ;CA;ITA;02924350925     ;02924350925;RI.BA   90 gg fm              ;         5000,00;DO                            ;
03519;MONDOBRICO SRL                          ;STR. PROV. PER VIGUZZOLO 2              ;15057;TORTONA                            ;AL;ITA;01087730063     ;01087730063;RI.BA 120 gg fm               ;        30000,00;DO                            ;
02631;MOSCATO FRANCESCO                       ;C.SO S. FRANCESCO                       ;89834;VAZZANO                            ;VV;ITA;MSCFNC68S10L699F;01939400790;RI.BA   90 gg fm              ;         2000,00;DO                            ;
04588;NANIA SRL                               ;VIA NAZIONALE OLIVARELLA 164            ;98044;SAN FILIPPO DEL MELA               ;ME;ITA;01934190834     ;01934190834;RI.BA   90 gg fm              ;         2000,00;DO                            ;
05378;OFFICINA DIESEL VOLPI LUCIANO S & C SNC ;VIA FLAMINIA 215                        ;61043;CAGLI                              ;PU;ITA;00136900412     ;00136900412;RI.BA   60 gg fm              ;        65000,00;Trade                         ;
05380;OFFICINA ELETTRAUTO FERRI PIETRO        ;VIA NAZIONALE SUD 29                    ;61048;SANT'ANGELO IN VADO                ;PU;ITA;FRRPTR55C19I287L;00632800413;RI.BA   60 gg fm              ;         5000,00;Trade                         ;
04514;OUDA S.R.L.                             ;VIA VECCHIA FILANDA 3 - FRAZ ISORELLE   ;16010;SAVIGNONE                          ;GE;ITA;01994790994     ;01994790994;Bonifico B. 90 gg fm          ;         2000,00;DO                            ;
01885;PAVESE & C. SAS DI PAVESE GIUSEPPE      ;VIA DELLA SIDERURGICA 6                 ;85100;POTENZA                            ;PZ;ITA;00884900762     ;00884900762;RI.BA 120 gg fm               ;        20000,00;DO                            ;
02015;PELATTI SRL                             ;VIA PRADA 4                             ;41058;VIGNOLA                            ;MO;ITA;00258960368     ;00258960368;RI.BA   60 gg fm              ;        70000,00;SPI                           ;
03286;PIANETA BRICO SRL                       ;VIA CALAMATTIA 23                       ;09134;CAGLIARI                           ;CA;ITA;02407870928     ;02407870928;RI.BA   90 gg fm              ;         5000,00;DO                            ;
03652;PICCININI OLIVIO & C. SNC               ;FRAZ. ONNA - Z.I. BAZZANO               ;67100;L'AQUILA                           ;AQ;ITA;01118130663     ;01118130663;RI.BA   60 gg fm              ;        15000,00;DO                            ;
05376;POGGIOLI SNC DI POGGIOLI MARINO         ;LOCALITA' DEL VENTO 280/281             ;47863;NOVAFELTRIA                        ;RN;ITA;01233460417     ;01233460417;RI.BA   60 gg fm              ;        11500,00;Trade                         ;
02602;PRATIKO SRL                             ;VIA DEL FOSSO DI TOR TRE TESTE 124      ;00155;ROMA                               ;RM;ITA;06106361006     ;06106361006;RI.BA   90/120 gg fm          ;        30000,00;DO                            ;
02983;Q.S.A. SRL                              ;VIALE DELL'INDUSTRIA                    ;35129;PADOVA                             ;PD;ITA;04167770280     ;04167770280;RI.BA   60 gg fm              ;        15000,00;DO                            ;
04678;QUATTRO SRL - VITERBO                   ;VIALE REGINA MARGHERITA 42              ;00198;ROMA                               ;RM;ITA;09521131004     ;09521131004;RI.BA   60 gg fm              ;         5000,00;DO                            ;
03359;RAFFAELE SPA                            ;VIA C. COLOMBO 24                       ;88046;LAMEZIA TERME                      ;CZ;ITA;02914380791     ;02914380791;RI.BA   60 gg fm              ;       693750,00;DO                            ;
02378;RIBE SRL                                ;VIA BOSCO DEL RATTO 16                  ;20050;MACHERIO                           ;MI;ITA;06520330157     ;00829020965;RI.BA   60 gg fm              ;        15000,00;SPI                           ;
05205;RICAMBI AUTO DI BENEVELLI ALESSANDRA &  ;VIA V. FERRARI 10/C                     ;42124;REGGIO EMILIA                      ;RE;ITA;00630050359     ;00630050359;RI.BA   60 gg fm              ;       132000,00;SPI                           ;
05131;ROSSETTO TRADE SPA                      ;VIA  FRIULI 5   INT.  9                 ;37060;SONA                               ;VR;ITA;02928530233     ;02928530233;Bonifico B. 120 gg fm         ;       100000,00;DO                            ;
01667;ROSSI RICAMBI AUTO SRL                  ;VIA ESTE 40/1                           ;33100;UDINE                              ;UD;ITA;02447440302     ;02447440302;RI.BA   60 gg fm              ;        15000,00;Modulo Valore Più             ;
04404;RUSSO DOMENICO FERRAMENTA               ;VIALE REGINA MARGHERITA 4               ;71023;BOVINO                             ;FG;ITA;RSSDNC77H04D643M;02208210712;RI.BA   60 gg fm              ;         2000,00;DO                            ;
05134;S.A.M. SRL                              ;VIA CORFINO 23                          ;00183;ROMA                               ;RM;ITA;05967081000     ;05967081000;Bonifico B. 60 gg fm          ;        49000,00;DO                            ;
05367;S.S. TAMOIL DI CRISTIANA CARTA          ;VIA LAMBRO 9                            ;22030;CASTELMARTE                        ;CO;ITA;CRTCST77H63D416V;03475180133;RI.BA   60 gg fm              ;         1000,00;Modulo Valore Più             ;
05209;SAPORI.SAPORI II SRL                    ;VIA G. MASUCCI 11                       ;83026;SERINO                             ;AV;ITA;02552510642     ;02552510642;Anticipato                    ;            0,00;Trade                         ;
00601;SEA INGROSS SRL                         ;VIA DELLE QUERCE 12                     ;31040;CESSALTO                           ;TV;ITA;03171630274     ;01010820320;RI.BA 120 gg fm               ;        25000,00;DO                            ;
02565;SEA SRL                                 ;VIA PIETRAROSSA 1/I                     ;06039;BORGO TREVI                        ;PG;ITA;02611130549     ;02611130549;RI.BA   90 gg fm              ;        15000,00;DO                            ;
03420;SERAFINI MARIO SRL                      ;VIA SALETTI - ZONA COMMERCIALE SNC      ;66041;PIAZZANO DI ATESSA                 ;CH;ITA;01830810691     ;01830810691;RI.BA   90 gg fm              ;        15000,00;DO                            ;
01903;SIFA FRIULI SRL                         ;VIA NAZIONALE 16                        ;33010;MAGNANO IN RIVIERA                 ;UD;ITA;02518630302     ;02518630302;RI.BA 120 gg fm               ;        15000,00;DO                            ;
03882;SIFERT SRL                              ;VIA ZENIA 6/A                           ;95045;MISTERBIANCO                       ;CT;ITA;02088450875     ;02088450875;RI.BA 120 gg fm               ;        15000,00;DO                            ;
01938;SISTEM TRASPORTI                        ;VIA OLIVETTI 27                         ;20090;PREGNANA MILANESE                  ;MI;ITA;03363560156     ;03363560156;RI.BA   60 gg fm              ;            0,00;Agente                        ;
04150;SPEED SRL                               ;VIA E. FERMI 2/A                        ;62010;MONTELUPONE                        ;MC;ITA;01813750435     ;01813750435;RI.BA   60 gg fm              ;            0,00;DO                            ;
04940;SUPERMERCATI TOSANO CEREA SRL           ;VIA PALESELLA 1                         ;37053;CEREA                              ;VR;ITA;01286680234     ;01286680234;Bonifico B. 120 gg fm         ;     26000000,00;DO                            ;
04708;SUPERMERCATI VISOTTO SRL                ;VIA CHERSO 16/A                         ;31045;MOTTA DI LIVENZA                   ;TV;ITA;003211502360    ;00321150260;Bonifico B. 90 gg fm          ;         2000,00;DO                            ;
04009;TOMMASO DELLE VIGNE SRL                 ;VIA PROVINCIALE - VILLA ROMAGNOLI       ;66030;MOZZAGROGNA                        ;CH;ITA;01855390694     ;01855390694;RI.BA   90 gg fm              ;        15000,00;DO                            ;
05148;TUTTO PER L'AUTO DI BISCARDI LUIGI      ;VIA  F.G. COPPOLA  19/21                ;87019;SPEZZANO ALBANESE                  ;CS;ITA;BSCLGU77A5D086G ;03123210787;Bonifico B. 90 gg fm          ;         5531,00;Trade                         ;
01882;TYCHE SRL                               ;VIA LORENTEGGIO 139                     ;20146;MILANO                             ;MI;ITA;05481890969     ;05481890969;Bonifico B. 90 gg fm          ;            0,00;Agente                        ;
01193;UNICOMM SRL                             ;VIA ENRICO MATTEI 50                    ;36031;DUEVILLE                           ;VI;ITA;01274580248     ;01274580248;Bonifico B. 90 gg fm          ;        60000,00;DO                            ;
02524;VINCIGUERRA SRL                         ;VIA PORDENONE 2                         ;00182;ROMA                               ;RM;ITA;07166360581     ;01708471006;RI.BA   60 gg fm              ;        15000,00;DO                            ;
05265;VINCIPLAST SRL                          ;CONTRADA TRAVERSA Z.I.                  ;90048;SAN GIUSEPPE JATO                  ;PA;ITA;04667340824     ;04667340824;Bonifico B. 30 gg fm          ;        30000,00;DO                            ;
04976;C.L.B. SpA                              ;VIA S. QUIRICO 143                      ;16163;GENOVA                             ;GE;ITA;000865901114    ;00086590114;RI.BA   90 gg fm              ;       360000,00;Texaco                        ;
04927;IMA SAF DONZELLI SRL                    ;VIA BENIGNO CRESPI 12                   ;20159;MILANO                             ;MI;ITA;10730690152     ;10730690152;RI.BA   60 gg fm              ;      1200000,00;SPI                           ;
00665;LUBEX S.p.A.                            ;VIA G. DI VITTORIO 13                   ;20090;VIMODRONE                          ;MI;ITA;04628290159     ;00785630963;Alla Consegna                 ;            0,00;Tradizionale                  ;
01581;SONAX AUTOCHEM ITALIANA SRL             ;VIA VINCENZO MONTI 8                    ;42100;REGGIO EMILIA                      ;RE;ITA;01291880357     ;01291880357;Bonifico a Vista              ;        26000,00;Tradizionale                  ;
03250;AUTOSYSTEM DI DI NOIA COSIMO            ;STRADA PADANA SUPERIORE 79              ;20060;CERNUSCO SUL NAVIGLIO              ;MI;ITA;11323830155     ;11323830155;Alla Consegna                 ;            0,00;Tradizionale                  ;
00642;AUTORICAMBI SRL                         ;VIA C.A. DALLA CHIESA 14                ;20098;SAN GIULIANO MILANESE              ;MI;ITA;10786930155     ;10786930155;RI.BA   60 gg fm              ;            0,00;Agente                        ;
02942;CHIURLO SRL                             ;VIA ADRIATICA 206 - LOC. BASALDELLA     ;33030;CAMPOFORMIDO                       ;UD;ITA;01274390309     ;01274390309;RI.BA   30 gg fm              ;      1750000,00;Texaco                        ;
02496;GLOBAL SERVICE CAR SRL                  ;VIA NAZ.LE DELLE PUGLIE KM.36,400       ;80013;CASALNUOVO DI NAPOLI               ;NA;ITA;04588881211     ;04588881211;RI.BA   90 gg fm              ;        90713,00;SPI                           ;
03868;NEW PROGECT BUILDING SRL                ;VIA ARMANDO ARMUZZI 6                   ;00121;ROMA                               ;RM;ITA;10580421005     ;10580421005;Bonifico B. 120 gg fm         ;        15000,00;DO                            ;
05126;LA MECCANICA SRL                        ;VIA UGO LA MALFA 4                      ;61032;BELLOCCHI DI FANO                  ;PU;ITA;02515900419     ;02515900419;RI.BA   60 gg fm              ;         3000,00;Trade                         ;
03288;BRICO SI SRL                            ;VIA CALAMATTIA 23                       ;09134;CAGLIARI                           ;CA;ITA;02772010928     ;02772010928;RI.BA   90 gg fm              ;        45000,00;DO                            ;
04945;F.A.R.E.L. DI ROSALIA RANDAZZO & C. SAS ;VIA  ALCAMO  15                         ;91100;TRAPANI                            ;TP;ITA;01279680811     ;01279680811;RI.BA   90 gg fm              ;        10000,00;SPI                           ;
04950;FERRAMENTA COLORI EVANGELISTA EDUARDO   ;VIA CAVADINI SNC                        ;86021;BOJANO                             ;CB;ITA;VNGDRD74R29Z133J;01585530700;Bonifico B. 60 gg fm          ;            0,00;DO                            ;
04129;ICOFER GROUP SNC                        ;VIA TIBURTINA VALERIA KM 127,500        ;67041;AIELLI                             ;AQ;ITA;01263160663     ;01263160663;RI.BA   60 gg fm              ;         2000,00;DO                            ;
00541;METRO ITALIA CASH&CARRY MAG.28 PISA     ;VIA SCORNIGIANA 30 - OSPITALETTO        ;56014;PISA                               ;PI;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
00332;METRO ITALIA CASH&CARRY MAG.35 PORDENONE;INTERPORTO CENTRO INGROSSO SETT.B       ;33170;PORDENONE                          ;PN;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
02973;NONSOLOAGRICOLTURA SRL                  ;VIALE DELLE AMERICHE 65                 ;97100;RAGUSA                             ;RG;ITA;01284060884     ;01284060884;RI.BA   90 gg fm              ;        15000,00;DO                            ;
04643;SHOPPING WORLD DI ZHAN AICHUN           ;ZONA INDISTRIALE LI LUCIANEDDI          ;07028;SANTA TERESA DI GALLURA            ;OT;ITA;02848390924     ;02848390924;Bonifico B. 90 gg fm          ;         2000,00;DO                            ;
02907;TURRA PETROLI SRL                       ;VIA GARDALE 12/D                        ;25036;PALAZZOLO SULL'OGLIO               ;BS;ITA;00276710175     ;00546920984;RI.BA   90 gg fm              ;       100000,00;SPI                           ;
05151;VITTORI ALBINA SRL                      ;LOC. MADONNA GRANDE SNC                 ;02046;MAGLIANO SABINO                    ;RI;ITA;01093230579     ;01093230579;RI.BA   60 gg fm              ;         2500,00;DO                            ;
00919;LA MISOLET SRL                          ;VIA PERTINI 22/24                       ;26845;CODOGNO                            ;LO;ITA;06943440153     ;06943440153;Bonifico B. 60 gg df          ;            0,00;Agente                        ;
01348;ACHILLE FLORE AUTORICAMBI               ;VIA CONVENTO 31/37                      ;08100;NUORO                              ;NU;ITA;FLRCLL43B05E323Q;00059740910;RI.BA   60 gg fm              ;        24954,00;Modulo Valore Più             ;
03510;ADAMANTE SRL                            ;V.LE ISONZO 420                         ;88100;CATANZARO                          ;CZ;ITA;02181640794     ;02181640794;RI.BA   90 gg fm              ;            0,00;DO                            ;
04243;AGRIFER SRL                             ;VIA CERESIO 35                          ;22018;PORLEZZA                           ;CO;ITA;01662190139     ;01662190139;RI.BA   60 gg fm              ;         2000,00;DO                            ;
02372;AMADORI ROBERTO                         ;VIA COSTA SMERALDA 11                   ;07021;ARZACHENA                          ;OT;ITA;MDRRRT75H13G015L;01949350902;RI.BA 120 gg fm               ;        15000,00;DO                            ;
05391;AUTOFFICINA BARILLA GIUSEPPE            ;VIA NAZIONALE 71                        ;89135;GALLICO                            ;RC;ITA;BRLGPP59P07H224G;01535720807;Bonifico B. 90 gg fm          ;         5000,00;Trade                         ;
00547;AUTOFORNITURE GULLOTTA DI GULLOTTA ALFIO;VIA ETNEA  97                           ;95030;TREMESTIERI ETNEO                  ;CT;ITA;02253080879     ;02253080879;Bonifico B. 60 gg fm          ;        12000,00;Modulo Valore Più             ;
00563;AUTOMECCANICA LUCANA SRL                ;ZONA INDUSTRIALE                        ;85038;SENISE                             ;PZ;ITA;01504040765     ;01504040765;RI.BA   60 gg fm              ;       483066,00;SPI                           ;
04182;BORTOLAS MICHELE                        ;VIA T. PICCOLOTTO 22                    ;33020;LENTIAI                            ;BL;ITA;BRTMHL52B02Z103T;00687070250;RI.BA   60 gg fm              ;         2000,00;DO                            ;
03595;BRICOSERVICE SRL UNIPERSONALE           ;VIA BRESCIA 43                          ;25032;CHIARI                             ;BS;ITA;05057300963     ;05057300963;RI.BA   90 gg fm              ;         5000,00;DO                            ;
04394;C.R.C. CONSORZIO RICAMBISTI CAMPANI     ;C.SO TOMMASO VITALE 89                  ;80035;NOLA                               ;NA;ITA;05965961211     ;05965961211;RI.BA   30 gg fm              ;        25000,00;SPI                           ;
01607;CAD-OIL SRL                             ;VIA EUROPA 10                           ;24040;LALLIO                             ;BG;ITA;01956840167     ;01956840167;RI.BA   60 gg fm              ;         8000,00;Modulo Valore Più             ;
04352;CALONGHI PARIDE FERRAMENTA COLORIFICIO  ;PIAZZA S. ANDREA 23                     ;25030;POMPIANO                           ;BS;ITA;00101300986     ;00101300986;RI.BA   60 gg fm              ;         2000,00;DO                            ;
02016;CARLO PELLERANO SRL                     ;VIALE ELMAS 12                          ;09124;CAGLIARI                           ;CA;ITA;00140730920     ;00140730920;RI.BA   60 gg fm              ;            0,00;SPI                           ;
04717;CAVUOTI STEFANIA ANTONIA                ;VIA ROCCO SCOTELLARO                    ;85028;RIONERO IN VULTURE                 ;PZ;ITA;CVTSFN79T70A662C;01850280767;RI.BA   60 gg fm              ;         2000,00;DO                            ;
03711;CO.AR.SA. SRL                           ;VIA CARLO FELICE 44                     ;09025;SANLURI                            ;VS;ITA;02548170923     ;02548170923;RI.BA   60 gg fm              ;        20000,00;SPI                           ;
02579;CONSAGRI DI VESE MARIANNA               ;V.LE ENRICO FERMI 33 - Z.I.             ;72100;BRINDISI                           ;BR;ITA;VSEMNN50B64L383N;01882250747;RI.BA   90 gg fm              ;        20000,00;DO                            ;
01097;COOP CENTRO ITALIA SOC. COOP. VA.       ;VIA ANDREA DORIA 7 - LOC. PUCCIARELLI   ;06061;CASTIGLIONE DEL LAGO               ;PG;ITA;02241550546     ;02241550546;Bonifico B. 90 gg fm          ;      7500000,00;GD                            ;
02580;CT ALL CLEAN DI TROVE' CORRADO          ;VIA CASTRIGNANO 35/37                   ;73025;MARTANO                            ;LE;ITA;TRVCRD71H14E506B;02776170751;RI.BA   90 gg fm              ;        35000,00;DO                            ;
03905;D.LARR. TRADE SRL                       ;VIA DANUBIO 1                           ;64026;ROSETO DEGLI ABRUZZI               ;TE;ITA;01828920676     ;01828920676;RI.BA   60 gg fm              ;        30000,00;DO                            ;
05307;DETERSIVI IN DI SANDU VIORICA           ;VIA UGO LA MALFA 12                     ;90018;TERMINI IMERESE                    ;PA;ITA;SNDVRC68T53Z129E;04646070757;Bonifico B. 30 gg fm          ;            0,00;DO                            ;
04248;EDIL VANOI DI RATTIN VITTORIO & C. SAS  ;VIA SOMPRA' 36                          ;38050;CANAL SAN BOVO                     ;TN;ITA;01282160223     ;01282160223;RI.BA   60 gg fm              ;         2000,00;DO                            ;
01411;EREDI PANI DI PANI C. E R. SNC          ;REGIONE GALBONEDDU                      ;07041;ALGHERO                            ;SS;ITA;00032750903     ;00032750903;Bonifico B. 60 gg fm          ;       345152,00;SPI                           ;
00434;ERREGI SAS DI RENDO SEBASTIANO          ;VIA CIRCONVALLAZIONE 120                ;89029;TAURIANOVA                         ;RC;ITA;02306560802     ;02306560802;RI.BA   90 gg fm              ;         2000,00;DO                            ;
04849;FAR AUTO  FRATELLI LUCARELLI SRLS       ;VIA GIAMBATTISTA VICO 12    ZONA PIP    ;70024;GRAVINA DI PUGLIA                  ;BA;ITA;07384640723     ;07384640723;RI.BA   60 gg fm              ;         5700,00;SPI                           ;
05388;FARA RICAMBI                            ;VIA G. DE CHIRICO 104/106               ;87036;SAPORITO DI RENDE                  ;CS;ITA;PRNFNC58R13I114S;03047600782;RI.BA   90 gg fm              ;         5000,00;Trade                         ;
04210;FERCA SOC. COOP.                        ;VIA IV NOVEMBRE 19/21                   ;35010;LIMENA                             ;PD;ITA;01030170284     ;01030170284;RI.BA   90 gg fm              ;        10000,00;DO                            ;
04422;GINESTRONI FRANCO SNC                   ;VIA VECCHIA ARETINA 5R LOC. LA MORAIA   ;52029;CASTIGLION FIBOCCHI                ;AR;ITA;02133230512     ;02133230512;RI.BA   60 gg fm              ;        75000,00;Modulo Valore Più             ;
00792;GRAND ERG SRL                           ;VIA BRERA 5-7 ANGOLO VIA ASIMOV - Z.I.  ;20851;LISSONE                            ;MB;ITA;08973000154     ;00934460965;RI.BA   60 gg fm              ;            0,00;Agente                        ;
00858;IMPRESA TRASPORTI ASIANI SRL            ;VIA FIGINO 30                           ;20016;PERO                               ;MI;ITA;00936460153     ;00936460153;Bonifico B. 60 gg fm          ;            0,00;Agente                        ;
02501;LA CASA DEL CUSCINETTO SRL              ;VIA DELLA TECNICA 13                    ;09122;ELMAS                              ;CA;ITA;01846730925     ;01846730925;RI.BA   60 gg fm              ;        48307,00;SPI                           ;
04698;LA FERRAMENTA DI PIERANGELO BATTISTA    ;VIA PER TREGLIO 297                     ;66034;LANCIANO                           ;CH;ITA;DBTPNG81H04C034U;01948000698;Bonifico B. 60 gg fm          ;         2000,00;DO                            ;
02776;LB SRL                                  ;VIALE EUROPA 1340/1                     ;23010;BERBENNO DI VALTELLINA             ;SO;ITA;00746990142     ;00746990142;RI.BA   60 gg fm              ;        15000,00;SPI                           ;
02513;LERICI SRL                              ;VIA DI SANTA MARGHERITA A MONTICI 21/B  ;51025;FIRENZE                            ;FI;ITA;04605750480     ;04605750480;RI.BA 120 gg fm               ;        15000,00;DO                            ;
05384;LOIACONO & C. SAS                       ;VIA ROMA                                ;89866;S. DOMENICA DI RICADI              ;VV;ITA;01653430791     ;01653430791;RI.BA   90 gg fm              ;        23500,00;Trade                         ;
05386;MANGIARDI GROUP SRL                     ;VIALE AFFACCIO 90                       ;89900;VIBO VALENTIA                      ;VV;ITA;03101920795     ;03101920795;RI.BA   60 gg fm              ;        50000,00;Trade                         ;
04978;MASTELLARO E FIGLI SNC                  ;VIA PIETRA 25                           ;35021;AGNA                               ;PD;ITA;04599040286     ;04599040286;RI.BA   60 gg fm              ;        25000,00;DO                            ;
00589;METRO ITALIA CASH&CARRY MAG.16 SESTO F. ;VIA DEL CANTONE 4                       ;50019;SESTO FIORENTINO                   ;FI;ITA;02827030962     ;02827030962;Bonifico B. 60 gg fm          ;            0,00;GD                            ;
04127;MONTEMURRO DI BRICO GIOVANNI            ;VIALE CHIATONA SN                       ;74019;PALAGIANO                          ;TA;ITA;MNTGNN57C10G252C;01003540737;RI.BA   60 gg fm              ;         5000,00;DO                            ;
00859;MORONI SRL                              ;VIA STROMBOLI 25                        ;20089;VALLEAMBROSIA DI ROZZANO MI        ;MI;ITA;08430920150     ;08430920150;RI.BA   60 gg fm              ;            0,00;Agente                        ;
