Cod.Cliente;Ragione sociale;Tipo pag.;Causale;Descrizione;Anno documento;Num.Documento;Num.Riferimento;Data registrazione;Data documento;Data scadenza;Valuta;Importo +/-(dare/avere);Condizioni pagamento;Causale movimento;Tipologia cliente;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036529;00036529;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           42,58;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036530;00036530;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          222,67;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036531;00036531;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          186,81;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036532;00036532;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1414,64;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036533;00036533;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1011,58;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036534;00036534;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          547,54;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036535;00036535;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          328,08;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036536;00036536;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         2540,39;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036537;00036537;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          251,65;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036538;00036538;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          440,15;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036539;00036539;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           65,59;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036540;00036540;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          234,24;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036541;00036541;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          216,96;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036542;00036542;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1573,43;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036543;00036543;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1274,64;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036544;00036544;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          137,01;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036545;00036545;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          247,86;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036546;00036546;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           57,88;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036547;00036547;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          313,50;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036548;00036548;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          248,29;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036549;00036549;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          151,38;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036550;00036550;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          307,67;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036551;00036551;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1807,82;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036552;00036552;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          608,27;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036553;00036553;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          272,60;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036554;00036554;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           42,58;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036555;00036555;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          179,49;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036556;00036556;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          175,19;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036557;00036557;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1826,68;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036558;00036558;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          382,03;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036559;00036559;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          349,46;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036560;00036560;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1693,98;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036561;00036561;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          347,81;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036562;00036562;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          356,64;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036563;00036563;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          124,44;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036564;00036564;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          186,81;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036565;00036565;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          785,74;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036566;00036566;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          318,96;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036567;00036567;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          535,82;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036568;00036568;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          224,28;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036569;00036569;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          446,32;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
00295;SAVIDIS SRL                             ;B;FVE;Fattura emessa SAVIDIS SRL;2014;036570;00036570;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          594,87;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036571;00036571;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036572;00036572;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036573;00036573;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036574;00036574;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036575;00036575;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036576;00036576;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036577;00036577;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036578;00036578;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036579;00036579;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036580;00036580;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036581;00036581;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036582;00036582;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036583;00036583;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036584;00036584;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036585;00036585;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036586;00036586;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036587;00036587;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036588;00036588;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036589;00036589;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036590;00036590;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036591;00036591;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036592;00036592;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036593;00036593;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036594;00036594;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036595;00036595;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036596;00036596;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036597;00036597;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036598;00036598;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036599;00036599;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036600;00036600;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
05355;SELFITALIA SRL                          ;B;FVE;Fattura emessa SELFITALIA SRL;2014;036601;00036601;30/09/2014;30/09/2014;31/03/2015;Euro                          ;          232,78;Bonifico B. 180 gg fm         ;Fattura emessa                ;DO                            ;
04935;SHUNFA SRL                              ;W;FVE;Fattura emessa SHUNFA SRL;2014;036602;00036602;30/09/2014;30/09/2014;31/01/2015;Euro                          ;         5542,31;RI.BA 120 gg fm               ;Fattura emessa                ;DO                            ;
02917;TECNOIL DI BENATTI RAG. CARLO           ;W;FVE;Fattura emessa TECNOIL DI BENATTI RAG. CARLO;2014;036603;00036603;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1710,54;RI.BA   90 gg fm              ;Fattura emessa                ;SPI                           ;
05035;TRASIMENO AUTORICAMBI DI MARCHETTI & C. ;B;FVE;Fattura emessa TRASIMENO AUTORICAMBI DI MARCH;2014;036604;00036604;30/09/2014;30/09/2014;30/09/2014;Euro                          ;         1278,67;Bonifico a Vista              ;Fattura emessa                ;Trade                         ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036605;00036605;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          174,85;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036606;00036606;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          560,57;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036607;00036607;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          325,89;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036608;00036608;30/09/2014;30/09/2014;10/01/2015;Euro                          ;           61,93;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036609;00036609;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          387,18;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036610;00036610;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          345,41;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036611;00036611;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          455,60;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036612;00036612;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          389,28;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036613;00036613;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          371,03;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036614;00036614;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          143,62;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036615;00036615;30/09/2014;30/09/2014;10/01/2015;Euro                          ;           75,25;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
00992;UNES CENTRO SOCIETA' COOPERATIVA        ;B;FVE;Fattura emessa UNES CENTRO SOCIETA' COOPERATI;2014;036616;00036616;30/09/2014;30/09/2014;31/12/2014;Euro                          ;          821,74;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
03056;UPEM SPA                                ;W;FVE;Fattura emessa UPEM SPA;2014;036617;00036617;30/09/2014;30/09/2014;30/11/2014;Euro                          ;           98,38;RI.BA   60 gg fm              ;Fattura emessa                ;SPI                           ;
02008;W.A.G. CAR SERVICE SRL                  ;W;FVE;Fattura emessa W.A.G. CAR SERVICE SRL;2014;036618;00036618;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          223,26;RI.BA   60 gg fm              ;Fattura emessa                ;Agente                        ;
04904;ZANELLA DANIELE                         ;W;FVE;Fattura emessa ZANELLA DANIELE;2014;036619;00036619;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          664,47;RI.BA   60 gg fm              ;Fattura emessa                ;DO                            ;
03610;TAGLIANDODIRETTO.IT SRL                 ;B;FVE;Fattura emessa TAGLIANDODIRETTO.IT SRL;2014;036620;00036620;30/09/2014;30/09/2014;31/01/2015;Euro                          ;          321,54;Bonifico B. 120 gg fm         ;Fattura emessa                ;DO                            ;
01639;TRIO SRL                                ;W;FVE;Fattura emessa TRIO SRL;2014;036621;00036621;30/09/2014;30/09/2014;10/01/2015;Euro                          ;          624,40;RI.BA   90 gg fm              ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;036622;00036622;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         2533,84;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;036623;00036623;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1755,73;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00227;AUCHAN SPA                              ;B;FVE;Fattura emessa AUCHAN SPA;2014;036624;00036624;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         3287,07;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01188;CONAD DEL TIRRENO SOCIETA' COOPERATIVA  ;B;FVE;Fattura emessa CONAD DEL TIRRENO SOCIETA' COO;2014;036625;00036625;30/09/2014;30/09/2014;30/11/2014;Euro                          ;          255,61;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00987;COOP ADRIATICA SOC.COOP. A.R.L.         ;B;FVE;Fattura emessa COOP ADRIATICA SOC.COOP. A.R.L;2014;036626;00036626;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1174,54;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00189;COOP CONS. NORDEST SOC. COOP. VA.       ;B;FVE;Fattura emessa COOP CONS. NORDEST SOC. COOP.;2014;036627;00036627;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1640,85;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00123;IPER MONTEBELLO SPA                     ;B;FVE;Fattura emessa IPER MONTEBELLO SPA;2014;036628;00036628;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         4717,78;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
00782;METRO ITALIA CASH&CARRY MAG.23 MONCALIER;B;FVE;Fattura emessa METRO ITALIA CASH&CARRY MAG.23;2014;036629;00036629;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1466,93;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01234;PAM PANORAMA SPA                        ;B;FVE;Fattura emessa PAM PANORAMA SPA;2014;036630;00036630;30/09/2014;30/09/2014;31/12/2014;Euro                          ;         1178,62;Bonifico B. 90 gg fm          ;Fattura emessa                ;GD                            ;
00957;PIANETA COSPEA SRL                      ;B;FVE;Fattura emessa PIANETA COSPEA SRL;2014;036631;00036631;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1230,74;Bonifico B. 60 gg fm          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036632;00036632;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         1050,76;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
01270;S.S.C. SOCIETA' SVILUPPO COMMERCIALE SRL;B;FVE;Fattura emessa S.S.C. SOCIETA' SVILUPPO COMME;2014;036633;00036633;30/09/2014;30/09/2014;30/11/2014;Euro                          ;         2889,88;Bonifico B. 60 gg df          ;Fattura emessa                ;GD                            ;
